strategy,sample_start,sample_end,closed_trades,n,cumulative_return,annualized_return,annualized_vol,sharpe,sortino,max_drawdown,profit_factor,positive_day_fraction,turnover,mean_abs_position,max_abs_position
random_walk,2021-02-01,2026-09-19,0,1465,0.0,0.0,0.0,,,-0.0,inf,0.0,0.0,0.0,0.0
macro_ridge,2021-02-01,2026-09-19,7,1465,0.00694198746219965,0.0011906992461612198,0.014087944131530408,0.09151370271345687,0.0760641949992659,0.03949657986495003,1.0243952519491277,0.29965870307167236,15.777122459753645,0.10512893126950433,1.0
technical_ridge,2021-02-01,2026-09-19,27,1465,-0.047390189070220634,-0.008316469377770197,0.011655739407550231,-0.7106469254289608,-0.5346455487344022,0.05352778115462742,0.8122554483089621,0.24368600682593858,23.062691287267207,0.07959471515919332,0.9915169522328313
hybrid_ridge,2021-02-01,2026-09-19,29,1465,-0.03819628311250978,-0.00667666337311601,0.013250837180004091,-0.4989210127286429,-0.4059694212537423,0.04807476991358706,0.8675037173367887,0.2593856655290102,28.29591516049964,0.09650852617592126,1.0
ensemble,2021-02-01,2026-09-19,14,1465,-0.021922810979439933,-0.0038057125763463207,0.008380106810153146,-0.4508071317278406,-0.29069544886335275,0.034062479054552175,0.8575991186833924,0.14334470989761092,14.793516804193771,0.04796315748648226,0.9833154413421182
ma_cross,2021-02-01,2026-09-19,10,1465,0.2153732277172269,0.03412067003519237,0.05563520879971942,0.63094353590463,0.8210806622251146,0.10463378964629977,1.1167583796407603,0.5406143344709897,40.56547359482492,0.645222395089254,1.0
risk_matched_always_long,2021-02-01,2026-09-19,0,1465,0.3275002148440711,0.04993794343482505,0.05629780798464584,0.8938590642923016,1.1639670683627803,0.07209745273910151,1.1686537575580727,0.557679180887372,30.949497785251957,0.6532958046082155,1.0
